,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,wlan_code_index,x(m),y(m),primary_channel,min_channel_allowed,max_channel_allowed,RSSI,SINR,average_airtime,throughput,deployment
11,11,-130.96,-116.81,-108.6,-100.95,-125.96,-111.61,-94.85,-79.34,-122.99,-106.97,-82.35,10000.0,11,70.0,50.0,4,4,5,-50.86214285714285,36.71571428571429,94.855,155.09,0.0
12,12,10000.0,-82.35,-100.95,-122.99,-79.34,-88.83,-111.61,-125.96,-106.97,-111.61,-116.81,-133.97,0,10.0,10.0,0,0,1,-53.65928571428573,28.26,86.49000000000001,126.28,1.0
13,13,-79.34,10000.0,-79.34,-103.96,-88.83,-79.34,-94.85,-108.6,-111.61,-106.97,-105.59,-119.82,1,30.0,10.0,0,0,3,-57.53736842105262,11.88,0.7875,1.61,1.0
14,14,-100.95,-82.35,10000.0,-82.35,-105.59,-88.83,-85.36,-91.84,-122.83,-111.61,-100.95,-108.6,2,50.0,10.0,0,0,1,-55.045625,26.41375,56.45,77.33,1.0
15,15,-119.98,-103.96,-79.34,10000.0,-122.95,-105.59,-94.85,-82.35,-136.98,-122.83,-105.59,-103.96,3,70.0,10.0,0,0,3,-56.93666666666666,25.808333333333334,23.35,47.62,1.0
16,16,-79.34,-91.84,-105.59,-125.96,10000.0,-79.34,-106.97,-122.99,-85.36,-94.85,-105.59,-125.96,4,10.0,30.0,4,4,5,-56.46095238095239,30.839523809523804,80.97,97.54,1.0
17,17,-88.83,-82.35,-88.83,-108.6,-79.34,10000.0,-85.36,-103.96,-94.85,-85.36,-88.83,-108.6,5,30.0,30.0,0,0,1,-53.51714285714286,24.33571428571429,64.25,94.36,1.0
18,18,-105.59,-91.84,-79.34,-91.84,-100.95,-79.34,10000.0,-82.35,-111.61,-94.85,-79.34,-91.84,6,50.0,30.0,0,0,7,-60.40083333333334,13.683333333333332,2.74,5.76,1.0
19,19,-122.95,-108.6,-88.83,-82.35,-119.98,-100.95,-85.36,10000.0,-128.97,-111.61,-88.83,-82.35,7,70.0,30.0,0,0,3,-56.64090909090908,21.425454545454546,34.65,60.29,1.0
20,20,-100.95,-108.6,-116.81,-133.97,-79.34,-88.83,-111.61,-125.96,10000.0,-85.36,-100.95,-122.99,8,10.0,50.0,0,0,7,-61.54142857142857,13.872857142857145,73.27625,120.42,1.0
21,21,-105.59,-103.96,-105.59,-119.82,-88.83,-79.34,-94.85,-108.6,-85.36,10000.0,-79.34,-103.96,9,30.0,50.0,0,0,7,-59.43727272727272,13.427272727272726,9.80875,18.51,1.0
22,22,-116.81,-108.6,-100.95,-108.6,-105.59,-88.83,-85.36,-91.84,-106.97,-85.36,10000.0,-82.35,10,50.0,50.0,6,6,7,-54.290000000000006,31.05454545454546,89.63499999999999,112.43,1.0
23,23,-130.96,-119.82,-105.59,-103.96,-122.95,-105.59,-94.85,-82.35,-126.0,-106.97,-79.34,10000.0,11,70.0,50.0,0,0,3,-58.680000000000014,27.00533333333333,68.5775,141.93,1.0
24,24,10000.0,-82.35,-106.97,-122.99,-85.36,-91.84,-111.61,-122.95,-103.96,-105.59,-122.83,-133.97,0,10.0,10.0,6,6,7,-57.7864705882353,30.13117647058824,92.025,106.94,2.0
25,25,-79.34,10000.0,-85.36,-103.96,-94.85,-82.35,-94.85,-105.59,-108.6,-100.95,-111.61,-119.82,1,30.0,10.0,0,0,3,-56.49388888888889,28.2338888888889,62.585,143.54,2.0
26,26,-100.95,-82.35,10000.0,-82.35,-111.61,-91.84,-85.36,-88.83,-119.82,-105.59,-106.97,-108.6,2,50.0,10.0,0,0,7,-60.52619047619047,19.18809523809524,7.31875,23.42,2.0
27,27,-119.98,-103.96,-85.36,10000.0,-128.97,-108.6,-94.85,-79.34,-133.97,-116.81,-111.61,-103.96,3,70.0,10.0,0,0,3,-56.95750000000001,24.230833333333333,76.795,132.92,2.0
28,28,-79.34,-91.84,-111.61,-125.96,10000.0,-82.35,-106.97,-119.98,-82.35,-88.83,-111.61,-125.96,4,10.0,30.0,0,0,7,-59.41187500000001,15.27375,23.8725,74.27,2.0
29,29,-88.83,-82.35,-94.85,-108.6,-85.36,10000.0,-85.36,-100.95,-91.84,-79.34,-94.85,-108.6,5,30.0,30.0,0,0,3,-58.23538461538462,20.79384615384616,24.9375,40.24,2.0
30,30,-105.59,-91.84,-85.36,-91.84,-106.97,-82.35,10000.0,-79.34,-108.6,-88.83,-85.36,-91.84,6,50.0,30.0,0,0,7,-63.2125,15.357500000000002,34.59,57.03,2.0
31,31,-122.95,-108.6,-94.85,-82.35,-126.0,-103.96,-85.36,10000.0,-125.96,-105.59,-94.85,-82.35,7,70.0,30.0,2,2,3,-56.15055555555554,26.881666666666668,56.445,63.39,2.0
32,32,-100.95,-108.6,-122.83,-133.97,-85.36,-91.84,-111.61,-122.95,10000.0,-79.34,-106.97,-122.99,8,10.0,50.0,0,0,3,-57.748125,28.814375000000005,77.6875,184.93,2.0
33,33,-105.59,-103.96,-111.61,-119.82,-94.85,-82.35,-94.85,-105.59,-82.35,10000.0,-85.36,-103.96,9,30.0,50.0,6,6,7,-54.388,30.952,89.985,123.5,2.0
34,34,-116.81,-108.6,-106.97,-108.6,-111.61,-91.84,-85.36,-88.83,-103.96,-79.34,10000.0,-82.35,10,50.0,50.0,0,0,7,-63.974,14.366,24.1625,29.26,2.0
35,35,-130.96,-119.82,-111.61,-103.96,-128.97,-108.6,-94.85,-79.34,-122.99,-100.95,-85.36,10000.0,11,70.0,50.0,0,0,3,-60.66764705882354,22.97176470588236,53.155,63.6,2.0
36,36,10000.0,-82.35,-100.95,-126.0,-85.36,-88.83,-108.6,-125.96,-103.96,-105.59,-119.82,-133.97,0,10.0,10.0,0,0,3,-56.96083333333334,23.2325,89.1675,198.14,3.0
37,37,-82.35,10000.0,-79.34,-106.97,-94.85,-79.34,-91.84,-108.6,-108.6,-100.95,-108.6,-119.82,1,30.0,10.0,0,0,3,-56.64666666666667,15.831428571428573,2.6625,4.99,3.0
38,38,-103.96,-82.35,10000.0,-85.36,-111.61,-88.83,-82.35,-91.84,-119.82,-105.59,-103.96,-108.6,2,50.0,10.0,0,0,1,-55.64941176470588,25.20058823529412,64.38,83.51,3.0
39,39,-122.99,-103.96,-79.34,10000.0,-128.97,-105.59,-91.84,-82.35,-133.97,-116.81,-108.6,-103.96,3,70.0,10.0,0,0,7,-62.95642857142856,19.91857142857143,22.22,62.28,3.0
40,40,-82.35,-91.84,-105.59,-128.97,10000.0,-79.34,-103.96,-122.99,-82.35,-88.83,-108.6,-125.96,4,10.0,30.0,0,0,7,-60.61166666666666,13.719166666666666,1.44125,3.69,3.0
41,41,-91.84,-82.35,-88.83,-111.61,-85.36,10000.0,-82.35,-103.96,-91.84,-79.34,-91.84,-108.6,5,30.0,30.0,0,0,1,-54.23583333333334,21.7575,56.41,51.37,3.0
42,42,-108.6,-91.84,-79.34,-94.85,-106.97,-79.34,10000.0,-82.35,-108.6,-88.83,-82.35,-91.84,6,50.0,30.0,0,0,3,-59.40944444444445,20.892777777777777,2.6175,3.61,3.0
43,43,-125.96,-108.6,-88.83,-85.36,-126.0,-100.95,-82.35,10000.0,-125.96,-105.59,-91.84,-82.35,7,70.0,30.0,0,0,3,-58.80388888888889,21.90555555555555,43.9125,87.32,3.0
44,44,-103.96,-108.6,-116.81,-136.98,-85.36,-88.83,-108.6,-125.96,10000.0,-79.34,-103.96,-122.99,8,10.0,50.0,0,0,3,-58.895238095238085,26.418571428571425,91.4325,199.3,3.0
45,45,-108.6,-103.96,-105.59,-122.83,-94.85,-79.34,-91.84,-108.6,-82.35,10000.0,-82.35,-103.96,9,30.0,50.0,6,6,7,-56.46375,32.548125,95.63,128.56,3.0
46,46,-119.82,-108.6,-100.95,-111.61,-111.61,-88.83,-82.35,-91.84,-103.96,-79.34,10000.0,-82.35,10,50.0,50.0,0,0,3,-57.56583333333333,20.705,51.4575,96.08,3.0
47,47,-133.97,-119.82,-105.59,-106.97,-128.97,-105.59,-91.84,-82.35,-122.99,-100.95,-82.35,10000.0,11,70.0,50.0,0,0,3,-59.885789473684206,26.257368421052632,42.11,86.4,3.0
48,48,10000.0,-82.35,-103.96,-122.99,-85.36,-94.85,-105.59,-128.97,-106.97,-108.6,-119.82,-133.97,0,10.0,10.0,0,0,7,-60.77133333333333,23.164666666666665,56.8325,176.95,4.0
49,49,-85.36,10000.0,-82.35,-103.96,-94.85,-85.36,-88.83,-111.61,-111.61,-103.96,-108.6,-119.82,1,30.0,10.0,0,0,3,-61.26199999999999,21.604666666666667,38.845,61.75,4.0
50,50,-106.97,-82.35,10000.0,-82.35,-111.61,-94.85,-79.34,-94.85,-122.83,-108.6,-103.96,-108.6,2,50.0,10.0,0,0,3,-58.22214285714285,21.913571428571423,36.73,57.22,4.0
51,51,-126.0,-103.96,-82.35,10000.0,-128.97,-111.61,-88.83,-85.36,-136.98,-119.82,-108.6,-103.96,3,70.0,10.0,0,0,3,-56.497142857142855,27.59,53.2325,111.82,4.0
52,52,-85.36,-91.84,-108.6,-125.96,10000.0,-85.36,-100.95,-126.0,-85.36,-91.84,-108.6,-125.96,4,10.0,30.0,0,0,7,-59.027142857142856,20.577857142857145,48.99375,176.33,4.0
53,53,-94.85,-82.35,-91.84,-108.6,-85.36,10000.0,-79.34,-106.97,-94.85,-82.35,-91.84,-108.6,5,30.0,30.0,0,0,7,-62.9970588235294,11.725882352941175,24.84625,22.12,4.0
54,54,-111.61,-91.84,-82.35,-91.84,-106.97,-85.36,10000.0,-85.36,-111.61,-91.84,-82.35,-91.84,6,50.0,30.0,4,4,5,-56.18769230769231,29.97692307692308,90.31,97.48,4.0
55,55,-128.97,-108.6,-91.84,-82.35,-126.0,-106.97,-79.34,10000.0,-128.97,-108.6,-91.84,-82.35,7,70.0,30.0,0,0,7,-62.24727272727271,10.794545454545457,7.525,2.3,4.0
56,56,-106.97,-108.6,-119.82,-133.97,-85.36,-94.85,-105.59,-128.97,10000.0,-82.35,-103.96,-122.99,8,10.0,50.0,0,0,7,-59.425384615384615,23.28692307692308,61.38375,197.45,4.0
57,57,-111.61,-103.96,-108.6,-119.82,-94.85,-85.36,-88.83,-111.61,-85.36,10000.0,-82.35,-103.96,9,30.0,50.0,0,0,3,-57.722,24.649999999999995,38.445,73.88,4.0
58,58,-122.83,-108.6,-103.96,-108.6,-111.61,-94.85,-79.34,-94.85,-106.97,-82.35,10000.0,-82.35,10,50.0,50.0,0,0,3,-58.02,22.254615384615384,39.34,59.29,4.0
59,59,-136.98,-119.82,-108.6,-103.96,-128.97,-111.61,-88.83,-85.36,-126.0,-103.96,-82.35,10000.0,11,70.0,50.0,0,0,3,-60.1355,25.779499999999995,58.31,109.67,4.0
60,60,10000.0,-79.34,-100.95,-119.98,-79.34,-88.83,-108.6,-125.96,-103.96,-111.61,-122.83,-130.96,0,10.0,10.0,0,0,7,-60.3775,19.621875,65.00999999999999,156.29,5.0
61,61,-85.36,10000.0,-79.34,-100.95,-88.83,-79.34,-91.84,-108.6,-108.6,-106.97,-111.61,-116.81,1,30.0,10.0,2,2,3,-54.69411764705882,29.632941176470585,78.66499999999999,103.47,5.0
62,62,-106.97,-79.34,10000.0,-79.34,-105.59,-88.83,-82.35,-91.84,-119.82,-111.61,-106.97,-105.59,2,50.0,10.0,4,4,5,-55.89230769230768,24.67692307692308,64.17500000000001,74.52,5.0
63,63,-126.0,-100.95,-79.34,10000.0,-122.95,-105.59,-91.84,-82.35,-133.97,-122.83,-111.61,-100.95,3,70.0,10.0,0,0,1,-55.04214285714285,29.129285714285714,66.595,87.28,5.0
64,64,-85.36,-88.83,-105.59,-122.95,10000.0,-79.34,-103.96,-122.99,-82.35,-94.85,-111.61,-122.95,4,10.0,30.0,6,6,7,-57.6345,29.22950000000001,85.75,96.11,5.0
65,65,-94.85,-79.34,-88.83,-105.59,-79.34,10000.0,-82.35,-103.96,-91.84,-85.36,-94.85,-105.59,5,30.0,30.0,4,4,5,-57.08882352941176,24.27588235294117,72.1,64.02,5.0
66,66,-111.61,-88.83,-79.34,-88.83,-100.95,-79.34,10000.0,-82.35,-108.6,-94.85,-85.36,-88.83,6,50.0,30.0,0,0,3,-60.242857142857126,19.67142857142857,58.335,91.24,5.0
67,67,-128.97,-105.59,-88.83,-79.34,-119.98,-100.95,-82.35,10000.0,-125.96,-111.61,-94.85,-79.34,7,70.0,30.0,0,0,3,-55.44833333333333,24.455,22.945,43.01,5.0
68,68,-106.97,-105.59,-116.81,-130.96,-79.34,-88.83,-108.6,-125.96,10000.0,-85.36,-106.97,-119.98,8,10.0,50.0,0,0,3,-59.61944444444444,28.067222222222227,69.32500000000002,136.7,5.0
69,69,-111.61,-100.95,-105.59,-116.81,-88.83,-79.34,-91.84,-108.6,-82.35,10000.0,-85.36,-100.95,9,30.0,50.0,0,0,7,-60.84166666666667,15.27777777777778,30.130000000000003,73.8,5.0
70,70,-122.83,-105.59,-100.95,-105.59,-105.59,-88.83,-82.35,-91.84,-103.96,-85.36,10000.0,-79.34,10,50.0,50.0,0,0,7,-61.3,14.458333333333334,49.4025,64.13,5.0
71,71,-136.98,-116.81,-105.59,-100.95,-122.95,-105.59,-91.84,-82.35,-122.99,-106.97,-85.36,10000.0,11,70.0,50.0,6,6,7,-54.63230769230769,31.033076923076926,85.08000000000001,100.42,5.0
72,72,10000.0,-85.36,-106.97,-126.0,-82.35,-94.85,-108.6,-128.97,-100.95,-111.61,-122.83,-136.98,0,10.0,10.0,0,0,3,-60.6952380952381,23.69285714285714,41.28,70.43,6.0
73,73,-82.35,10000.0,-85.36,-106.97,-91.84,-85.36,-91.84,-111.61,-105.59,-106.97,-111.61,-122.83,1,30.0,10.0,0,0,7,-62.96692307692309,17.48,31.02,55.76,6.0
74,74,-103.96,-85.36,10000.0,-85.36,-108.6,-94.85,-82.35,-94.85,-116.81,-111.61,-106.97,-111.61,2,50.0,10.0,0,0,7,-61.17533333333333,20.45866666666667,33.55,78.95,6.0
75,75,-122.99,-106.97,-85.36,10000.0,-125.96,-111.61,-91.84,-85.36,-130.96,-122.83,-111.61,-106.97,3,70.0,10.0,0,0,7,-61.19105263157896,22.86368421052632,70.71125,222.18,6.0
76,76,-82.35,-94.85,-111.61,-128.97,10000.0,-85.36,-103.96,-126.0,-79.34,-94.85,-111.61,-128.97,4,10.0,30.0,0,0,3,-55.65,21.01818181818182,46.52,85.3,6.0
77,77,-91.84,-85.36,-94.85,-111.61,-82.35,10000.0,-82.35,-106.97,-88.83,-85.36,-94.85,-111.61,5,30.0,30.0,0,0,7,-59.26083333333333,16.265000000000004,8.79875,22.89,6.0
78,78,-108.6,-94.85,-85.36,-94.85,-103.96,-85.36,10000.0,-85.36,-105.59,-94.85,-85.36,-94.85,6,50.0,30.0,0,0,3,-60.483,20.7445,46.28,71.65,6.0
79,79,-125.96,-111.61,-94.85,-85.36,-122.99,-106.97,-82.35,10000.0,-122.95,-111.61,-94.85,-85.36,7,70.0,30.0,0,0,7,-60.75636363636364,17.724545454545453,24.09375,46.92,6.0
80,80,-103.96,-111.61,-122.83,-136.98,-82.35,-94.85,-108.6,-128.97,10000.0,-85.36,-106.97,-126.0,8,10.0,50.0,2,2,3,-54.41944444444445,31.32444444444444,69.12,88.41,6.0
81,81,-108.6,-106.97,-111.61,-122.83,-91.84,-85.36,-91.84,-111.61,-79.34,10000.0,-85.36,-106.97,9,30.0,50.0,0,0,7,-62.051,18.646,41.06375,75.64,6.0
82,82,-119.82,-111.61,-106.97,-111.61,-108.6,-94.85,-82.35,-94.85,-100.95,-85.36,10000.0,-85.36,10,50.0,50.0,0,0,7,-60.73199999999999,19.1435,31.14875,98.84,6.0
83,83,-133.97,-122.83,-111.61,-106.97,-125.96,-111.61,-91.84,-85.36,-119.98,-106.97,-85.36,10000.0,11,70.0,50.0,0,0,7,-62.842307692307685,19.389230769230767,71.1175,150.76,6.0
84,84,10000.0,-79.34,-103.96,-126.0,-85.36,-88.83,-108.6,-125.96,-103.96,-105.59,-119.82,-133.97,0,10.0,10.0,0,0,7,-60.95428571428573,16.452142857142853,69.29875,138.24,7.0
85,85,-85.36,10000.0,-82.35,-106.97,-94.85,-79.34,-91.84,-108.6,-108.6,-100.95,-108.6,-119.82,1,30.0,10.0,4,4,5,-57.76833333333333,27.45,79.77000000000001,66.67,7.0
86,86,-106.97,-79.34,10000.0,-85.36,-111.61,-88.83,-82.35,-91.84,-119.82,-105.59,-103.96,-108.6,2,50.0,10.0,0,0,3,-57.51055555555556,27.224444444444448,53.655,120.12,7.0
87,87,-126.0,-100.95,-82.35,10000.0,-128.97,-105.59,-91.84,-82.35,-133.97,-116.81,-108.6,-103.96,3,70.0,10.0,0,0,7,-60.96000000000001,19.44692307692308,42.235,115.51,7.0
88,88,-85.36,-88.83,-108.6,-128.97,10000.0,-79.34,-103.96,-122.99,-82.35,-88.83,-108.6,-125.96,4,10.0,30.0,0,0,7,-61.29375000000001,13.855,31.59125,61.44,7.0
89,89,-94.85,-79.34,-91.84,-111.61,-85.36,10000.0,-82.35,-103.96,-91.84,-79.34,-91.84,-108.6,5,30.0,30.0,6,6,7,-56.83153846153846,28.07076923076924,88.97,95.58,7.0
90,90,-111.61,-88.83,-82.35,-94.85,-106.97,-79.34,10000.0,-82.35,-108.6,-88.83,-82.35,-91.84,6,50.0,30.0,0,0,3,-58.221428571428575,21.18,17.8625,25.8,7.0
91,91,-128.97,-105.59,-91.84,-85.36,-126.0,-100.95,-82.35,10000.0,-125.96,-105.59,-91.84,-82.35,7,70.0,30.0,0,0,3,-58.985,21.359285714285715,27.410000000000004,44.24,7.0
92,92,-106.97,-105.59,-119.82,-136.98,-85.36,-88.83,-108.6,-125.96,10000.0,-79.34,-103.96,-122.99,8,10.0,50.0,0,0,3,-59.15294117647058,27.927647058823528,76.04499999999999,164.04,7.0
93,93,-111.61,-100.95,-108.6,-122.83,-94.85,-79.34,-91.84,-108.6,-82.35,10000.0,-82.35,-103.96,9,30.0,50.0,4,4,5,-53.78727272727272,30.39272727272728,95.38,129.93,7.0
94,94,-122.83,-105.59,-103.96,-111.61,-111.61,-88.83,-82.35,-91.84,-103.96,-79.34,10000.0,-82.35,10,50.0,50.0,0,0,3,-58.82111111111111,24.083333333333336,45.8875,89.09,7.0
95,95,-136.98,-116.81,-108.6,-106.97,-128.97,-105.59,-91.84,-82.35,-122.99,-100.95,-82.35,10000.0,11,70.0,50.0,0,0,3,-56.76058823529412,27.87764705882353,43.92999999999999,114.66,7.0
96,96,10000.0,-79.34,-103.96,-126.0,-79.34,-88.83,-108.6,-125.96,-100.95,-105.59,-119.82,-133.97,0,10.0,10.0,0,0,3,-60.20307692307692,24.348461538461542,89.17500000000001,165.89,8.0
97,97,-82.35,10000.0,-82.35,-106.97,-88.83,-79.34,-91.84,-108.6,-105.59,-100.95,-108.6,-119.82,1,30.0,10.0,6,6,7,-54.66357142857142,33.36,95.46,130.7,8.0
98,98,-103.96,-79.34,10000.0,-85.36,-105.59,-88.83,-82.35,-91.84,-116.81,-105.59,-103.96,-108.6,2,50.0,10.0,0,0,3,-58.473125,24.023125,56.185,109.52,8.0
99,99,-122.99,-100.95,-82.35,10000.0,-122.95,-105.59,-91.84,-82.35,-130.96,-116.81,-108.6,-103.96,3,70.0,10.0,0,0,7,-63.562000000000005,18.25733333333333,43.45625,87.09,8.0
100,100,-82.35,-88.83,-108.6,-128.97,10000.0,-79.34,-103.96,-122.99,-79.34,-88.83,-108.6,-125.96,4,10.0,30.0,4,4,5,-54.25363636363636,32.10727272727273,95.52,133.71,8.0
101,101,-91.84,-79.34,-91.84,-111.61,-79.34,10000.0,-82.35,-103.96,-88.83,-79.34,-91.84,-108.6,5,30.0,30.0,0,0,1,-55.92875,25.392500000000005,36.215,46.05,8.0
102,102,-108.6,-88.83,-82.35,-94.85,-100.95,-79.34,10000.0,-82.35,-105.59,-88.83,-82.35,-91.84,6,50.0,30.0,0,0,3,-57.18600000000001,21.354666666666663,10.7625,19.35,8.0
103,103,-125.96,-105.59,-91.84,-85.36,-119.98,-100.95,-82.35,10000.0,-122.95,-105.59,-91.84,-82.35,7,70.0,30.0,0,0,3,-59.84315789473683,21.46210526315789,29.9925,51.15,8.0
104,104,-103.96,-105.59,-119.82,-136.98,-79.34,-88.83,-108.6,-125.96,10000.0,-79.34,-103.96,-122.99,8,10.0,50.0,2,2,3,-55.81,32.637058823529415,95.54,133.42,8.0
105,105,-108.6,-100.95,-108.6,-122.83,-88.83,-79.34,-91.84,-108.6,-79.34,10000.0,-82.35,-103.96,9,30.0,50.0,0,0,1,-55.657777777777774,31.064444444444444,46.96,68.57,8.0
106,106,-119.82,-105.59,-103.96,-111.61,-105.59,-88.83,-82.35,-91.84,-100.95,-79.34,10000.0,-82.35,10,50.0,50.0,0,0,3,-59.61071428571428,17.98714285714286,23.952500000000004,32.26,8.0
107,107,-133.97,-116.81,-108.6,-106.97,-122.95,-105.59,-91.84,-82.35,-119.98,-100.95,-82.35,10000.0,11,70.0,50.0,0,0,3,-58.526250000000005,26.421875000000004,53.7925,117.81,8.0
108,108,10000.0,-79.34,-103.96,-122.99,-79.34,-94.85,-108.6,-128.97,-100.95,-111.61,-116.81,-133.97,0,10.0,10.0,0,0,7,-60.02923076923077,21.666923076923084,24.66625,70.43,9.0
109,109,-85.36,10000.0,-82.35,-103.96,-88.83,-85.36,-91.84,-111.61,-105.59,-106.97,-105.59,-119.82,1,30.0,10.0,0,0,1,-54.05888888888889,30.623888888888885,58.875,87.14,9.0
110,110,-106.97,-79.34,10000.0,-82.35,-105.59,-94.85,-82.35,-94.85,-116.81,-111.61,-100.95,-108.6,2,50.0,10.0,0,0,3,-58.30769230769231,22.07692307692308,11.6025,18.74,9.0
111,111,-126.0,-100.95,-82.35,10000.0,-122.95,-111.61,-91.84,-85.36,-130.96,-122.83,-105.59,-103.96,3,70.0,10.0,0,0,3,-59.13285714285712,25.55619047619048,67.2475,140.24,9.0
112,112,-85.36,-88.83,-108.6,-125.96,10000.0,-85.36,-103.96,-126.0,-79.34,-94.85,-105.59,-125.96,4,10.0,30.0,6,6,7,-56.149,30.4845,44.025,49.63,9.0
113,113,-94.85,-79.34,-91.84,-108.6,-79.34,10000.0,-82.35,-106.97,-88.83,-85.36,-88.83,-108.6,5,30.0,30.0,0,0,7,-60.64625,16.51875,16.674999999999997,38.17,9.0
114,114,-111.61,-88.83,-82.35,-91.84,-100.95,-85.36,10000.0,-85.36,-105.59,-94.85,-79.34,-91.84,6,50.0,30.0,0,0,3,-56.03999999999999,19.34,38.43,63.51,9.0
115,115,-128.97,-105.59,-91.84,-82.35,-119.98,-106.97,-82.35,10000.0,-122.95,-111.61,-88.83,-82.35,7,70.0,30.0,0,0,7,-59.300769230769234,20.337692307692308,11.91,38.09,9.0
116,116,-106.97,-105.59,-119.82,-133.97,-79.34,-94.85,-108.6,-128.97,10000.0,-85.36,-100.95,-122.99,8,10.0,50.0,6,6,7,-55.483571428571416,30.15928571428572,40.065,49.12,9.0
117,117,-111.61,-100.95,-108.6,-119.82,-88.83,-85.36,-91.84,-111.61,-79.34,10000.0,-79.34,-103.96,9,30.0,50.0,0,0,7,-61.34571428571429,18.863571428571426,47.505,114.28,9.0
118,118,-122.83,-105.59,-103.96,-108.6,-105.59,-94.85,-82.35,-94.85,-100.95,-85.36,10000.0,-82.35,10,50.0,50.0,0,0,1,-56.90230769230769,27.03,29.99,34.39,9.0
119,119,-136.98,-116.81,-108.6,-103.96,-122.95,-111.61,-91.84,-85.36,-119.98,-106.97,-79.34,10000.0,11,70.0,50.0,0,0,3,-59.44949999999999,26.220500000000005,54.7875,114.89,9.0
120,120,10000.0,-85.36,-106.97,-119.98,-82.35,-91.84,-108.6,-122.95,-106.97,-111.61,-122.83,-136.98,0,10.0,10.0,6,6,7,-52.886,32.727333333333334,85.71000000000001,116.48,10.0
121,121,-79.34,10000.0,-85.36,-100.95,-91.84,-82.35,-91.84,-105.59,-111.61,-106.97,-111.61,-122.83,1,30.0,10.0,0,0,7,-61.83833333333334,13.665,62.995000000000005,95.0,10.0
122,122,-100.95,-85.36,10000.0,-79.34,-108.6,-91.84,-82.35,-88.83,-122.83,-111.61,-106.97,-111.61,2,50.0,10.0,0,0,7,-62.963750000000005,16.423125,27.7625,39.01,10.0
123,123,-119.98,-106.97,-85.36,10000.0,-125.96,-108.6,-91.84,-79.34,-136.98,-122.83,-111.61,-106.97,3,70.0,10.0,2,2,3,-53.37166666666666,29.50333333333334,60.41,84.45,10.0
124,124,-79.34,-94.85,-111.61,-122.95,10000.0,-82.35,-103.96,-119.98,-85.36,-94.85,-111.61,-128.97,4,10.0,30.0,0,0,3,-60.8565,22.652,67.5375,85.86,10.0
125,125,-88.83,-85.36,-94.85,-105.59,-82.35,10000.0,-82.35,-100.95,-94.85,-85.36,-94.85,-111.61,5,30.0,30.0,0,0,3,-60.29631578947368,21.051578947368423,7.5625,10.06,10.0
126,126,-105.59,-94.85,-85.36,-88.83,-103.96,-82.35,10000.0,-79.34,-111.61,-94.85,-85.36,-94.85,6,50.0,30.0,0,0,3,-59.85142857142858,17.799285714285713,52.3375,47.53,10.0
